index,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
0,0.8413618303712173,0.5982388552559162,0.09477621542054981,0.30092342206998773,0.9106425702811246,0.7272727272727273,0.09442643521907351,0.7350820790101806,1.0,0.03983101991550996,0.41544541923635325,0.75,0.30800110884095316
1,0.8765031970611374,0.5641166758392956,0.05307595827342531,0.34499128658133527,0.5210843373493976,0.0,0.07874098086374569,0.7121389254225728,0.0,0.03621001810500905,0.2549170461737006,0.75,0.7053357837349459
2,0.8795153142059877,0.40561364887176665,0.05342888325448567,0.28590028644111926,0.8775100401606427,1.0,0.11534037435951063,0.5351941156412878,1.0,0.02353651176825588,0.3202005286212417,0.75,0.47946077475128085
3,0.7168609883840715,0.6444689047881123,0.06441274542794573,0.20377381166997174,0.048393574297188754,0.9090909090909092,0.029593223883718493,0.6284524331433581,1.0,0.03379601689800845,0.4064861578170177,0.75,0.42196531791907516
4,0.7058165588529536,0.5211887727022564,0.0962787895910299,0.36301904933597734,0.6204819277108434,0.8181818181818182,0.03921363588831957,0.6999853865263772,0.0,0.013679340173003422,0.4614081675704519,0.75,0.278226675838561
5,0.8232891275021154,0.4826637314254265,0.056252058166715545,0.36402059171123524,0.8062248995983935,0.6363636363636364,0.06472864163965282,0.6653758098299964,0.0,0.04968819151076243,0.438488838150074,0.75,0.2186778098337765
6,0.6817196216941512,0.4760594386351128,0.11127753894546286,0.30192496444524564,0.08002008032128513,0.4545454545454546,0.12266025305866361,0.6927517170831505,0.0,0.05109635888151278,0.5541216325213746,0.75,0.3675499748457376
7,0.7570225503154088,0.6136488717666483,0.08633053392668519,0.3940668629689722,0.002238955823293173,0.0,0.05876816898462825,0.6225096205368015,0.0,0.015691007845503924,0.4045193393475376,0.75,0.6149857801414798
8,0.7088286759978039,0.5024766097963675,0.04431244185397858,0.3259619814514352,0.8544176706827309,0.5454545454545454,0.08501516260587683,0.6330313215451312,1.0,0.1351840675920338,0.23753210815640247,0.75,0.8049261286050164
9,0.8895557046888221,0.44854155200880574,0.04516135127304922,0.0738737655990225,0.9307228915662652,0.0,0.07915925964655443,0.5588192313312873,1.0,0.013679340173003422,0.21710697755221064,0.75,0.09003172517171634
10,0.5833237949623746,0.6147495872317005,0.10147324248308029,0.43312701560403016,0.0,0.4545454545454546,0.1132489804454669,0.841516878562034,0.0,0.016294508147254076,0.3450742675617656,0.75,0.42299202250536455
11,0.48894412442373175,0.5288937809576224,0.0401938590603423,0.30392804919576144,0.8493975903614458,0.5454545454545454,0.08606085956289868,0.6115008037410492,1.0,0.06457453228726615,0.46538523583208224,0.75,0.7104693066663929
12,0.4859320072788814,0.6004402861860209,0.11308310224882268,0.23582316767822445,0.4939759036144579,0.4545454545454546,0.05218027815539057,0.5353402503775146,1.0,0.031180848923757783,0.4805303584945463,0.75,0.4414727050585735
13,0.653606528342215,0.690698954320308,0.054593603172860806,0.4381347274803197,0.1676706827309237,0.7272727272727273,0.0829237686918331,0.7916605777193237,1.0,0.06376986521826594,0.5190229193294205,0.75,0.5431164591012227
14,0.6736873093078837,0.4661529994496423,0.051585530660610786,0.23582316767822445,0.9176706827309238,0.7272727272727273,0.07978667782076755,0.4985142968483608,1.0,0.1631462482397908,0.9275751672105925,0.75,0.6991755562172095
15,0.8483901037092013,0.5024766097963675,0.058309550073509166,0.5182581175009515,0.6987951807228916,0.6363636363636364,0.0829237686918331,0.7836962345949632,1.0,0.03258901629450816,0.4687294476776652,0.75,0.3521494060513968
